customerid,age,gender,category,orderdate,shipdate,deliverytimedays,latedeliveryflag,unitprice,quantity,discountpercent,revenue,profit,totalordersbycustomer,customerlifetimevalue,campaignname,adspend,shippingprovider,highriskcustomerflag,shippingcost,paymentmethod,customersegment,returned,devicetype,orderstatus,warehouselocation,acquisitionchannel,productcostinr,grossmargininr,couponcodeused,calculated_profit,order_year,order_month,order_day,order_weekday,profit_margin_percent,,,,,,,,
CUST03123,45,Female,Clothing,20-07-2023,29-07-2023,9,No,398.17,5,0,1990.85,391.0518399,44,3003.10381,Summer Bonanza,0,Delhivery,Yes,125.6,Net Banking,Unknown,Yes,Unknown,Delivered,Bangalore Wh,Google Ads,515.7061359,3857.206489,No,1475.143864,2023,7,20,Thursday,19.64245623,,,,,,,,CUST00215
CUST00998,35,Male,Health,25-11-2024,02-12-2024,7,No,3468.92,2,5,6590.948,1940.065473,24,18586.28115,New Year Blast,0,Not Assigned,No,145.43,Credit Card,Returning,No,Tablet,Delivered,Bangalore Wh,Facebook Ads,414.6851221,3828.364582,Yes,6176.262878,2024,11,25,Monday,29.43530237,,,,,,,,CUST02490
CUST03546,25,Male,Beauty,21-10-2024,25-10-2024,4,No,5964.96,5,15,25351.08,11312.93675,48,87593.14603,Festive Sale,0,Ecomexpress,Yes,190.61,Debit Card,New,Yes,Mobile,Delivered,Bangalore Wh,Google Ads,14762.42479,3853.271933,Yes,10588.65521,2024,10,21,Monday,44.62506824,,,,,,,,CUST02641
CUST03025,38,Male,Beauty,14-11-2022,19-11-2022,5,No,2870.17,4,0,11480.68,3817.588302,4,111267.0774,Summer Bonanza,440.75,Delhivery,No,284.64,Cash On Delivery,Returning,Yes,Desktop,Cancelled,Ahmedabad Wh,Facebook Ads,16202.52575,4628.089089,No,-4721.84575,2022,11,14,Monday,33.25228385,,,,,,,,CUST02532
CUST02561,57,Male,Clothing,11-10-2023,16-10-2023,5,No,215.95,5,5,1025.7625,370.2077529,29,7649.780735,Summer Bonanza,615.59,Not Assigned,No,131.88,Credit Card,Loyal,Yes,Desktop,Shipped,Delhi Wh,Referral,4241.718813,4234.229935,Yes,-3215.956313,2023,10,11,Wednesday,36.09098138,,,,,,,,CUST03124
CUST03981,27,Male,Electronics,16-12-2024,20-12-2024,4,No,5896.97,4,15,20049.698,6007.5997,44,72368.61323,Festive Sale,0,Ecomexpress,No,82.83,Unknown,At Risk,Yes,Unknown,Delivered,Ahmedabad Wh,Google Ads,11958.76589,2004.013637,Yes,8090.93211,2024,12,16,Monday,29.96354209,,,,,,,,CUST02862
CUST00324,31,Female,Sports,13-05-2023,24-05-2023,11,Yes,425.61,3,10,1149.147,131.6334403,2,4649.897849,New Year Blast,0,Ecomexpress,Yes,67.33,Upi,Loyal,No,Mobile,Delivered,Delhi Wh,Google Ads,4476.95441,2409.382155,Yes,-3327.80741,2023,5,13,Saturday,11.45488265,,,,,,,,CUST00177
CUST00849,35,Male,Beauty,17-03-2023,19-03-2023,2,No,5067.23,3,10,13681.521,2058.235065,36,31419.98142,No Campaign,111.26,Indiapost,No,182.12,Net Banking,At Risk,Yes,Tablet,Delivered,Delhi Wh,Organic,8526.24084,2430.438552,Yes,5155.28016,2023,3,17,Friday,15.04390532,,,,,,,,CUST00330
CUST01778,28,Male,Electronics,24-12-2024,25-12-2024,1,No,5392.23,4,15,18333.582,4872.43579,16,139625.6473,Summer Bonanza,624.04,Not Assigned,No,180.03,Debit Card,Loyal,No,Mobile,Delivered,Delhi Wh,Google Ads,16490.54531,1554.991598,Yes,1843.03669,2024,12,24,Tuesday,26.57656202,,,,,,,,CUST00624
CUST03909,48,Female,Sports,21-11-2022,25-11-2022,4,No,2976.21,6,10,16071.534,4242.827747,15,107419.1401,New Year Blast,532.14,Bluedart,No,271.82,Debit Card,At Risk,Yes,Unknown,Delivered,Mumbai Wh,Referral,18981.08222,4319.635385,Yes,-2909.54822,2022,11,21,Monday,26.39964391,,,,,,,,CUST02976
CUST02169,59,Female,Electronics,03-04-2022,12-04-2022,9,Yes,2390.78,6,10,12910.212,5733.413337,14,121047.8442,Summer Bonanza,61.8,Ecomexpress,No,239.11,Unknown,Returning,Yes,Desktop,Delivered,Mumbai Wh,Facebook Ads,11197.94872,4036.901175,Yes,1712.26328,2022,4,3,Sunday,44.4099085,,,,,,,,CUST02348
CUST01331,50,Male,Electronics,25-03-2023,28-03-2023,3,No,1582.07,6,0,9492.42,2228.11201,11,79739.99102,New Year Blast,0,Ecomexpress,No,294.27,Cash On Delivery,Loyal,Yes,Tablet,Delivered,Bangalore Wh,Referral,18033.21685,2010.311061,No,-8540.79685,2023,3,25,Saturday,23.47253925,,,,,,,,CUST03454
CUST03915,38,Female,Beauty,26-01-2022,27-01-2022,1,No,1777.46,1,0,1777.46,570.9622984,40,10171.62739,Festive Sale,258.76,Ecomexpress,No,79.7,Upi,Returning,No,Tablet,Delivered,Ahmedabad Wh,Email,869.0661287,661.8663464,No,908.3938713,2022,1,26,Wednesday,32.12237116,,,,,,,,CUST03568
CUST03028,19,Female,Beauty,06-05-2023,14-05-2023,8,Yes,1828.2,1,5,1736.79,267.1046087,25,13162.81727,New Year Blast,331.75,Delhivery,No,210.8,Unknown,Unknown,Yes,Desktop,Shipped,Mumbai Wh,Google Ads,9361.28724,123.8608658,Yes,-7624.49724,2023,5,6,Saturday,15.37921157,,,,,,,,CUST02412
CUST00396,24,Female,Electronics,22-06-2023,26-06-2023,4,No,5017.35,3,15,12794.2425,4195.03664,33,50348.28488,New Year Blast,0,Not Assigned,No,106.96,Unknown,Returning,Yes,Unknown,Returned,Bangalore Wh,Organic,10169.21429,552.9860308,Yes,2625.02821,2023,6,22,Thursday,32.78847216,,,,,,,,CUST00673
CUST00008,54,Male,Electronics,28-03-2024,30-03-2024,2,No,3907.21,2,0,7814.42,2754.421134,32,57657.81732,Festive Sale,0,Bluedart,No,210.84,Debit Card,Loyal,Yes,Tablet,Delivered,Ahmedabad Wh,Organic,8433.089071,858.2415932,No,-618.669071,2024,3,28,Thursday,35.24792798,,,,,,,,CUST00794
CUST02979,42,Male,Sports,22-08-2023,26-08-2023,4,No,5751.85,3,0,17255.55,6435.021438,22,67558.73791,Clearance,0,Delhivery,No,131.3,Net Banking,Returning,Yes,Desktop,Delivered,Mumbai Wh,Google Ads,6433.87698,3323.175309,No,10821.67302,2023,8,22,Tuesday,37.29247366,,,,,,,,CUST03017
CUST01318,26,Female,Beauty,13-03-2024,22-03-2024,9,No,472.99,5,20,1891.96,180.7759273,9,4405.769463,Clearance,0,Ecomexpress,No,246.97,Debit Card,Loyal,No,Unknown,Shipped,Delhi Wh,Organic,14514.65017,1176.09924,Yes,-12622.69017,2024,3,13,Wednesday,9.554955036,,,,,,,,CUST00470
CUST00277,52,Male,Beauty,31-12-2022,06-01-2023,6,No,3650.14,1,10,3285.126,800.7841885,1,30597.50531,New Year Blast,0,Delhivery,Yes,285.9,Credit Card,Loyal,Yes,Unknown,Returned,Mumbai Wh,Referral,11143.10795,3210.644828,Yes,-7857.98195,2022,12,31,Saturday,24.37605707,,,,,,,,CUST02848
CUST00489,42,Male,Electronics,13-06-2022,22-06-2022,9,Yes,1807.76,1,0,1807.76,556.6590597,29,13666.21228,No Campaign,551.02,Ecomexpress,No,239.76,Debit Card,Unknown,No,Unknown,Delivered,Bangalore Wh,Facebook Ads,1831.844508,1708.780209,No,-24.084508,2022,6,13,Monday,30.79275234,,,,,,,,CUST02191
CUST02300,33,Male,Home,17-09-2024,26-09-2024,9,Yes,2145.58,5,0,10727.9,2388.640858,1,89466.63911,Clearance,239.55,Bluedart,No,266.65,Net Banking,Loyal,Yes,Mobile,Delivered,Mumbai Wh,Google Ads,19024.10754,4485.758059,No,-8296.20754,2024,9,17,Tuesday,22.26568907,,,,,,,,CUST03350
CUST02267,60,Female,Health,17-01-2024,25-01-2024,8,No,1395.7,1,5,1325.915,224.0106251,26,10774.75701,New Year Blast,0,Bluedart,No,263.52,Credit Card,At Risk,No,Unknown,Delivered,Mumbai Wh,Facebook Ads,17772.84243,2398.475198,Yes,-16446.92743,2024,1,17,Wednesday,16.8947953,,,,,,,,CUST00834
CUST01077,28,Male,Home,20-11-2022,28-11-2022,8,Yes,5367.43,5,0,26837.15,13251.82593,17,235481.9756,No Campaign,653.5,Delhivery,Yes,157.07,Net Banking,Returning,No,Mobile,Delivered,Ahmedabad Wh,Organic,7198.673311,3396.966377,No,19638.47669,2022,11,20,Sunday,49.37866327,,,,,,,,CUST02600
CUST03970,62,Male,Sports,05-12-2023,14-12-2023,9,No,765.28,1,15,650.488,-41.42245303,23,2601.320794,Summer Bonanza,469.36,Not Assigned,Yes,140.04,Credit Card,Loyal,Yes,Tablet,Delivered,Ahmedabad Wh,Email,5074.698477,2358.639651,Yes,-4424.210477,2023,12,5,Tuesday,-6.367904255,,,,,,,,CUST00314
CUST04000,57,Female,Electronics,25-03-2024,30-03-2024,5,No,5361.61,3,0,16084.83,4224.091211,49,66873.37598,New Year Blast,532.24,Not Assigned,No,249.94,Unknown,Unknown,Yes,Unknown,Delivered,Delhi Wh,Facebook Ads,12643.74582,4571.440127,No,3441.08418,2024,3,25,Monday,26.26133575,,,,,,,,CUST02156
CUST01900,40,Male,Home,10-06-2022,14-06-2022,4,No,604.58,1,10,544.122,46.03003274,38,2536.817855,New Year Blast,0,Delhivery,No,47.73,Upi,At Risk,Yes,Unknown,Delivered,Bangalore Wh,Email,1057.490683,3468.312341,Yes,-513.368683,2022,6,10,Friday,8.459505909,,,,,,,,CUST00769
CUST02993,26,Male,Home,13-01-2023,15-01-2023,2,No,3181.88,1,5,3022.786,1111.13551,36,14591.17849,No Campaign,191.05,Ecomexpress,No,236.75,Upi,New,No,Unknown,Delivered,Delhi Wh,Referral,10020.67342,3246.576358,Yes,-6997.88742,2023,1,13,Friday,36.75865609,,,,,,,,CUST00744
CUST01435,20,Male,Beauty,22-02-2024,05-03-2024,12,Yes,1582.89,2,15,2690.913,533.6335481,16,13746.87821,Clearance,0,Bluedart,No,88.47,Cash On Delivery,Unknown,No,Mobile,Cancelled,Delhi Wh,Email,13517.98175,3002.274345,Yes,-10827.06875,2024,2,22,Thursday,19.83094764,,,,,,,,CUST00082
CUST02018,54,Male,Sports,15-04-2023,23-04-2023,8,Yes,5212.22,5,20,20848.88,4700.609672,44,180789.1784,No Campaign,635.49,Ecomexpress,No,274.24,Debit Card,Unknown,Yes,Mobile,Delivered,Mumbai Wh,Facebook Ads,8252.3682,4944.196448,Yes,12596.5118,2023,4,15,Saturday,22.54610162,,,,,,,,CUST03748
CUST03873,36,Female,Sports,28-11-2023,05-12-2023,7,No,2916.01,3,0,8748.03,1705.692636,29,57484.5856,New Year Blast,495.35,Indiapost,No,151.52,Upi,Unknown,No,Tablet,Delivered,Delhi Wh,Facebook Ads,19451.37262,3455.312654,No,-10703.34262,2023,11,28,Tuesday,19.49801997,,,,,,,,CUST03534
CUST00797,53,Male,Sports,04-06-2024,09-06-2024,5,No,5948.12,3,15,15167.706,5448.426142,37,117919.1734,New Year Blast,0,Delhivery,No,205.01,Net Banking,Returning,No,Unknown,Delivered,Ahmedabad Wh,Google Ads,14433.52562,3795.286896,Yes,734.18038,2024,6,4,Tuesday,35.92122726,,,,,,,,CUST02656
CUST01655,51,Female,Electronics,03-03-2024,05-03-2024,2,No,1365.92,1,15,1161.032,159.0107097,37,3023.911348,No Campaign,403.79,Ecomexpress,No,175.12,Net Banking,Unknown,Yes,Desktop,Delivered,Delhi Wh,Email,18694.52174,500.3888554,Yes,-17533.48974,2024,3,3,Sunday,13.69563541,,,,,,,,CUST02844
CUST02616,18,Male,Electronics,01-09-2024,12-09-2024,11,Yes,4596.57,3,5,13100.2245,5464.202391,6,76315.19876,Summer Bonanza,0,Delhivery,Yes,137.58,Debit Card,Loyal,Yes,Unknown,Returned,Bangalore Wh,Referral,18176.24568,4089.690302,Yes,-5076.02118,2024,9,1,Sunday,41.71075382,,,,,,,,CUST02494
CUST01854,19,Male,Electronics,20-03-2023,28-03-2023,8,Yes,3215.66,2,15,5466.622,2372.031822,8,53537.53967,Festive Sale,0,Indiapost,No,274.04,Debit Card,Loyal,Yes,Mobile,Delivered,Delhi Wh,Google Ads,2807.603765,3023.911762,Yes,2659.018235,2023,3,20,Monday,43.39118055,,,,,,,,
CUST01821,53,Female,Toys,24-01-2023,30-01-2023,6,No,221.44,4,20,708.608,127.4349339,7,1210.877639,Clearance,555.6,Ecomexpress,Yes,189.08,Net Banking,At Risk,No,Unknown,Delivered,Bangalore Wh,Google Ads,13438.85849,1749.64346,Yes,-12730.25049,2023,1,24,Tuesday,17.9838407,,,,,,,,
CUST02901,30,Female,Electronics,14-06-2024,24-06-2024,10,Yes,1071.23,4,20,3427.936,736.7932305,23,25661.85941,Summer Bonanza,376.08,Bluedart,No,262.11,Upi,Loyal,No,Mobile,Cancelled,Bangalore Wh,Referral,12014.40724,2950.283208,Yes,-8586.47124,2024,6,14,Friday,21.49378607,,,,,,,,
CUST01534,58,Female,Clothing,28-09-2022,10-10-2022,12,Yes,3047.87,4,5,11581.906,2191.903527,32,97796.95162,Clearance,192.67,Ecomexpress,Yes,254.14,Unknown,Loyal,Yes,Unknown,Delivered,Delhi Wh,Google Ads,1285.648441,3165.195644,Yes,10296.25756,2022,9,28,Wednesday,18.92524017,,,,,,,,
CUST02823,20,Male,Electronics,05-05-2022,16-05-2022,11,Yes,206.62,4,10,743.832,-69.61472408,42,3518.192849,Summer Bonanza,368.3,Indiapost,No,181.46,Debit Card,Returning,No,Mobile,Returned,Delhi Wh,Referral,6494.164628,1374.928325,Yes,-5750.332628,2022,5,5,Thursday,-9.35893106,,,,,,,,
CUST01159,54,Male,Home,18-03-2023,29-03-2023,11,Yes,1401.65,4,10,5045.94,698.2952589,3,40858.24533,Clearance,0,Delhivery,No,290.8,Cash On Delivery,New,No,Mobile,Delivered,Delhi Wh,Organic,10784.65462,2241.61689,Yes,-5738.71462,2023,3,18,Saturday,13.8387547,,,,,,,,
CUST03652,42,Male,Toys,25-08-2024,26-08-2024,1,No,1347.94,4,0,5391.76,2303.412113,46,17603.15188,Clearance,0,Indiapost,No,152.76,Upi,At Risk,Yes,Unknown,Delivered,Bangalore Wh,Google Ads,11053.45932,3634.602295,No,-5661.69932,2024,8,25,Sunday,42.7209689,,,,,,,,
CUST00437,23,Male,Electronics,10-03-2022,19-03-2022,9,Yes,3073.24,5,10,13829.58,6455.083915,45,59603.96428,Clearance,0,Indiapost,No,292.38,Upi,Loyal,Yes,Desktop,Delivered,Ahmedabad Wh,Facebook Ads,16318.7374,1206.655472,Yes,-2489.1574,2022,3,10,Thursday,46.67592158,,,,,,,,
CUST03394,61,Female,Electronics,15-06-2022,17-06-2022,2,No,386.16,5,15,1641.18,567.4427773,50,8452.30746,New Year Blast,0,Not Assigned,No,116.41,Cash On Delivery,New,No,Mobile,Delivered,Mumbai Wh,Organic,11835.22212,4197.014156,Yes,-10194.04212,2022,6,15,Wednesday,34.575292,,,,,,,,
CUST02444,18,Male,Toys,05-02-2022,09-02-2022,4,No,3218.97,2,0,6437.94,3061.031615,45,39960.50109,Summer Bonanza,0,Delhivery,No,69.13,Credit Card,At Risk,No,Unknown,Shipped,Delhi Wh,Google Ads,9436.828452,479.8799001,No,-2998.888452,2022,2,5,Saturday,47.54675587,,,,,,,,
CUST01052,21,Female,Electronics,29-12-2024,04-01-2025,6,No,3039.91,5,5,14439.5725,5915.401223,36,130336.5765,New Year Blast,0,Indiapost,No,115.21,Unknown,Loyal,No,Desktop,Shipped,Mumbai Wh,Referral,15088.79613,2947.96711,Yes,-649.22363,2024,12,29,Sunday,40.96659526,,,,,,,,
CUST01975,60,Male,Beauty,11-01-2024,19-01-2024,8,No,468.46,3,0,1405.38,13.5548604,26,6439.64747,Clearance,0,Not Assigned,Yes,232.34,Cash On Delivery,New,Yes,Desktop,Delivered,Delhi Wh,Organic,11503.62138,1960.465243,No,-10098.24138,2024,1,11,Thursday,0.964497887,,,,,,,,
CUST00980,57,Male,Sports,17-12-2022,23-12-2022,6,No,2805.39,1,10,2524.851,656.9995565,21,22166.69789,New Year Blast,0,Bluedart,No,239.05,Upi,New,No,Mobile,Delivered,Bangalore Wh,Organic,17698.38069,361.2356654,Yes,-15173.52969,2022,12,17,Saturday,26.02131993,,,,,,,,
CUST02687,19,Male,Beauty,22-12-2022,25-12-2022,3,No,5124,1,0,5124,881.0189416,44,48021.33843,No Campaign,0,Delhivery,No,134.23,Net Banking,At Risk,Yes,Tablet,Shipped,Bangalore Wh,Facebook Ads,18128.22307,3894.985715,No,-13004.22307,2022,12,22,Thursday,17.19396842,,,,,,,,
CUST01870,34,Female,Beauty,12-10-2024,23-10-2024,11,Yes,4625.6,4,20,14801.92,3719.465808,8,75894.27029,New Year Blast,104.77,Not Assigned,No,217.62,Cash On Delivery,Loyal,No,Desktop,Returned,Mumbai Wh,Google Ads,12166.8785,2778.05502,Yes,2635.0415,2024,10,12,Saturday,25.12826585,,,,,,,,
CUST01247,19,Male,Electronics,09-05-2023,11-05-2023,2,No,545.23,3,0,1635.69,539.9213211,1,9074.766165,No Campaign,519.56,Delhivery,No,147.22,Upi,Loyal,Yes,Unknown,Delivered,Ahmedabad Wh,Google Ads,11373.84478,3605.096543,No,-9738.15478,2023,5,9,Tuesday,33.00878046,,,,,,,,
CUST02179,27,Male,Toys,18-12-2022,24-12-2022,6,No,3153.9,3,15,8042.445,3013.674687,49,51558.17137,Festive Sale,0,Delhivery,No,233.18,Credit Card,New,No,Tablet,Delivered,Bangalore Wh,Referral,14085.34617,1962.603636,Yes,-6042.90117,2022,12,18,Sunday,37.47212057,,,,,,,,
CUST00509,27,Male,Clothing,29-08-2023,09-09-2023,11,Yes,2111.55,5,15,8974.0875,3492.592395,48,63537.69468,No Campaign,254.5,Indiapost,Yes,243.27,Debit Card,Unknown,Yes,Desktop,Delivered,Mumbai Wh,Organic,14565.14982,4312.139774,Yes,-5591.06232,2023,8,29,Tuesday,38.9186354,,,,,,,,
CUST00053,64,Female,Health,13-02-2023,16-02-2023,3,No,3056.95,2,5,5808.205,1573.11666,49,13245.28728,No Campaign,0,Bluedart,No,171.57,Debit Card,Unknown,No,Mobile,Shipped,Bangalore Wh,Facebook Ads,14597.94051,510.1618968,Yes,-8789.73551,2023,2,13,Monday,27.08438597,,,,,,,,
CUST02843,48,Male,Health,15-04-2023,18-04-2023,3,No,760.9,1,15,646.765,116.4491933,1,5706.298348,No Campaign,151.21,Not Assigned,No,80.94,Net Banking,Unknown,Yes,Desktop,Delivered,Delhi Wh,Referral,12489.98868,1243.431851,Yes,-11843.22368,2023,4,15,Saturday,18.00486936,,,,,,,,
CUST02782,53,Female,Electronics,24-11-2022,27-11-2022,3,No,3590.17,6,0,21541.02,7820.943515,46,99755.06663,Summer Bonanza,251.74,Bluedart,Yes,88.02,Cash On Delivery,Loyal,No,Desktop,Delivered,Mumbai Wh,Referral,15303.70944,3993.555433,No,6237.31056,2022,11,24,Thursday,36.30721068,,,,,,,,
CUST00361,41,Male,Beauty,26-02-2024,08-03-2024,11,Yes,2277.8,1,15,1936.13,693.2881572,8,5195.217966,No Campaign,0,Ecomexpress,No,109.54,Cash On Delivery,New,Yes,Mobile,Cancelled,Mumbai Wh,Facebook Ads,3053.488558,4777.928352,Yes,-1117.358558,2024,2,26,Monday,35.80793424,,,,,,,,
CUST03618,58,Male,Electronics,19-08-2024,24-08-2024,5,No,854.38,2,20,1367.008,400.3506176,10,11526.21886,Summer Bonanza,599.43,Delhivery,Yes,274.51,Unknown,Returning,No,Desktop,Delivered,Delhi Wh,Google Ads,16465.1801,4247.584027,Yes,-15098.1721,2024,8,19,Monday,29.28663311,,,,,,,,
CUST02806,24,Male,Sports,17-07-2023,25-07-2023,8,No,4366.72,1,5,4148.384,732.8213553,42,40983.83067,New Year Blast,75.81,Not Assigned,No,52.86,Net Banking,New,Yes,Mobile,Delivered,Mumbai Wh,Facebook Ads,6346.561745,1231.215939,Yes,-2198.177745,2023,7,17,Monday,17.66522471,,,,,,,,
CUST03632,63,Male,Clothing,07-05-2024,17-05-2024,10,Yes,1924.79,3,5,5485.6515,1768.774863,4,12798.58071,No Campaign,0,Delhivery,Yes,254.81,Cash On Delivery,Loyal,No,Mobile,Delivered,Delhi Wh,Google Ads,17736.61744,1807.83882,Yes,-12250.96594,2024,5,7,Tuesday,32.24366081,,,,,,,,
CUST01627,39,Male,Clothing,03-09-2024,13-09-2024,10,Yes,912.94,1,20,730.352,93.81875969,29,6253.129041,Festive Sale,0,Not Assigned,Yes,265.22,Debit Card,Loyal,Yes,Desktop,Delivered,Ahmedabad Wh,Email,2810.159685,3850.93122,Yes,-2079.807685,2024,9,3,Tuesday,12.8456908,,,,,,,,
CUST01979,42,Male,Electronics,09-12-2024,16-12-2024,7,No,2448.93,2,20,3918.288,788.3356424,32,26598.99767,Festive Sale,0,Bluedart,Yes,106.31,Credit Card,Returning,No,Unknown,Delivered,Delhi Wh,Organic,271.3414899,4736.732582,Yes,3646.94651,2024,12,9,Monday,20.11938996,,,,,,,,
CUST00724,23,Male,Health,16-12-2022,18-12-2022,2,No,5594.31,5,0,27971.55,5332.668187,49,250500.2823,Clearance,0,Not Assigned,No,279.02,Upi,New,Yes,Desktop,Delivered,Ahmedabad Wh,Facebook Ads,510.3179107,1517.311837,No,27461.23209,2022,12,16,Friday,19.06461454,,,,,,,,
CUST01856,61,Female,Home,24-08-2022,04-09-2022,11,Yes,2499.61,5,20,9998.44,3259.551203,36,34875.23805,Summer Bonanza,0,Delhivery,No,76.04,Upi,Unknown,No,Desktop,Delivered,Mumbai Wh,Referral,4361.166122,1993.076318,Yes,5637.273878,2022,8,24,Wednesday,32.60059772,,,,,,,,
CUST03402,48,Female,Health,22-12-2022,25-12-2022,3,No,2694.1,2,15,4579.97,1872.933874,32,19277.34517,Clearance,0,Delhivery,Yes,76.39,Credit Card,Unknown,No,Mobile,Delivered,Delhi Wh,Google Ads,2452.737556,212.0752639,Yes,2127.232444,2022,12,22,Thursday,40.89402057,,,,,,,,
CUST03477,32,Male,Electronics,02-01-2023,09-01-2023,7,No,2897.1,6,15,14775.21,5427.012111,32,136110.5545,Festive Sale,513.74,Ecomexpress,Yes,153.09,Debit Card,New,No,Tablet,Shipped,Mumbai Wh,Organic,11167.47347,2571.569144,Yes,3607.73653,2023,1,2,Monday,36.73052438,,,,,,,,
CUST00776,43,Male,Sports,16-05-2023,27-05-2023,11,Yes,3885.5,6,0,23313,11370.37162,11,37769.96716,Festive Sale,0,Not Assigned,Yes,138.11,Debit Card,New,No,Unknown,Cancelled,Ahmedabad Wh,Organic,9078.59987,531.9925116,No,14234.40013,2023,5,16,Tuesday,48.77266598,,,,,,,,
CUST03127,59,Male,Home,19-07-2023,25-07-2023,6,No,4652.82,1,0,4652.82,2077.903701,32,22657.00351,No Campaign,196.62,Ecomexpress,No,121.77,Unknown,Unknown,No,Unknown,Delivered,Bangalore Wh,Facebook Ads,12199.84475,519.4053778,No,-7547.02475,2023,7,19,Wednesday,44.65901756,,,,,,,,
CUST01640,30,Male,Toys,20-09-2022,28-09-2022,8,No,5660.56,1,10,5094.504,1082.679575,25,14043.89519,Summer Bonanza,299.74,Bluedart,Yes,174.04,Credit Card,Returning,No,Desktop,Delivered,Bangalore Wh,Referral,4014.610017,3830.449068,Yes,1079.893983,2022,9,20,Tuesday,21.25191334,,,,,,,,
CUST02850,60,Female,Toys,17-04-2023,27-04-2023,10,Yes,1502.57,1,20,1202.056,101.102561,40,7769.169236,No Campaign,0,Ecomexpress,No,259.69,Upi,New,No,Mobile,Delivered,Bangalore Wh,Facebook Ads,15126.01243,1785.207519,Yes,-13923.95643,2023,4,17,Monday,8.410802908,,,,,,,,
CUST01238,59,Male,Sports,19-10-2023,23-10-2023,4,No,1926.43,4,0,7705.72,2453.635061,16,65674.46024,Festive Sale,0,Delhivery,No,254.71,Debit Card,At Risk,Yes,Desktop,Delivered,Bangalore Wh,Referral,12287.28491,4684.634793,No,-4581.56491,2023,10,19,Thursday,31.84173654,,,,,,,,
CUST01922,54,Male,Sports,30-05-2023,09-06-2023,10,Yes,391.71,6,0,2350.26,622.3475444,48,4073.667294,Summer Bonanza,81.52,Ecomexpress,No,127.33,Unknown,Returning,Yes,Tablet,Delivered,Bangalore Wh,Email,4579.647185,3608.809502,No,-2229.387185,2023,5,30,Tuesday,26.47994453,,,,,,,,
CUST00385,48,Male,Clothing,28-10-2023,04-11-2023,7,No,5074.31,6,0,30445.86,12819.06306,32,210949.696,Festive Sale,685.19,Ecomexpress,Yes,179.73,Credit Card,Loyal,No,Unknown,Delivered,Ahmedabad Wh,Facebook Ads,8098.714596,1544.334973,No,22347.1454,2023,10,28,Saturday,42.10445381,,,,,,,,
CUST01010,32,Female,Home,10-11-2022,13-11-2022,3,No,4999.81,1,15,4249.8385,944.550169,44,35625.12235,Festive Sale,0,Delhivery,No,105.58,Unknown,Loyal,Yes,Tablet,Delivered,Bangalore Wh,Google Ads,14420.46838,3441.2219,Yes,-10170.62988,2022,11,10,Thursday,22.22555443,,,,,,,,
CUST01544,26,Male,Sports,22-01-2024,01-02-2024,10,Yes,3724.71,1,0,3724.71,1354.047423,41,36612.71391,Clearance,346.22,Delhivery,No,58.92,Unknown,Loyal,Yes,Mobile,Delivered,Bangalore Wh,Facebook Ads,13671.33933,4341.439202,No,-9946.62933,2024,1,22,Monday,36.35309656,,,,,,,,
CUST03488,25,Male,Health,30-03-2022,01-04-2022,2,No,3891.83,4,20,12453.856,2133.73613,6,116858.1655,New Year Blast,680.34,Delhivery,Yes,208.54,Cash On Delivery,Returning,No,Tablet,Delivered,Mumbai Wh,Facebook Ads,11334.2993,2236.581927,Yes,1119.5567,2022,3,30,Wednesday,17.13313636,,,,,,,,
CUST00525,28,Male,Health,05-09-2022,12-09-2022,7,No,4644.44,5,20,18577.76,6468.086864,10,128562.032,Summer Bonanza,0,Delhivery,No,101.88,Debit Card,Unknown,Yes,Unknown,Delivered,Delhi Wh,Email,19584.55477,2852.681239,Yes,-1006.79477,2022,9,5,Monday,34.81629036,,,,,,,,
CUST03359,57,Male,Clothing,03-06-2023,11-06-2023,8,Yes,2349.13,5,0,11745.65,5090.643297,17,76249.48414,Summer Bonanza,461.8,Delhivery,Yes,51.07,Unknown,Returning,No,Unknown,Delivered,Delhi Wh,Email,2810.087412,1165.693119,No,8935.562588,2023,6,3,Saturday,43.34066907,,,,,,,,
CUST01228,23,Male,Sports,04-10-2023,06-10-2023,2,No,4403.96,6,5,25102.572,5594.374366,23,148374.0642,Festive Sale,0,Not Assigned,No,243.98,Unknown,At Risk,Yes,Mobile,Delivered,Delhi Wh,Facebook Ads,9867.925284,2070.822639,Yes,15234.64672,2023,10,4,Wednesday,22.28606043,,,,,,,,
CUST00198,44,Male,Health,27-12-2023,28-12-2023,1,No,3836.52,3,15,9783.126,3984.697317,7,77052.68529,Clearance,0,Ecomexpress,Yes,93.85,Cash On Delivery,At Risk,Yes,Mobile,Delivered,Delhi Wh,Referral,12555.88888,2937.341811,Yes,-2772.76288,2023,12,27,Wednesday,40.73030764,,,,,,,,
CUST02630,54,Male,Toys,22-02-2024,29-02-2024,7,No,850.68,1,20,680.544,31.15564777,37,2750.985174,No Campaign,459.4,Delhivery,No,298.11,Debit Card,Unknown,No,Tablet,Shipped,Ahmedabad Wh,Email,19881.71373,3115.843664,Yes,-19201.16973,2024,2,22,Thursday,4.578050467,,,,,,,,
